proof_name;collect_units;fix;reinsert;rebuild;reassemble;total time (seconds);original_lines;compressed_lines;line_difference;checker_err;elab_err;compress_err;invalid_compress;worked
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_01_49_210_5576486.alethe;"0,136973";"0,0047339999999999995";"0,002836";"0,04513";"0,00245";"0,221343";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_04_02_036_7372622.alethe;"1,2376530000000001";"0,098976";"0,017103";"0,42290099999999997";"0,0059440000000000005";"1,9246400000000001";321;319;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_48_12_297_6041474.alethe;"0,237285";"0,008506";"0,002953";"0,08211399999999999";"0,002722";"0,37033900000000003";60;60;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_42_06_685_6151928.alethe;"0,13012200000000002";"0,005417999999999999";"0,00231";"0,045925";"0,001615";"0,21101099999999998";32;32;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_42_14_120_5961368.alethe;"0,096056";"0,0046489999999999995";"0,002055";"0,040228";"0,0005279999999999999";"0,164832";9;9;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_22_30_963_8285124.alethe;"0,07653";"0,004379";"0,0022340000000000003";"0,028787";"0,0005179999999999999";"0,12766";16;16;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_52_48_419_6580796.alethe;"0,028513";"0,00206";"0,0030199999999999997";"0,010797";"0,000415";"0,05662300000000001";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_18_18_954_7561072.alethe;"0,116683";"0,003316";"0,0023510000000000002";"0,046644000000000005";"0,0018679999999999999";"0,195746";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_19_17_840_8243574.alethe;"0,24553900000000004";"0,007022";"0,002392";"0,093397";"0,002018";"0,386482";67;67;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_03_29_563_5483126.alethe;"0,109001";"0,003763";"0,002361";"0,042251";"0,0017620000000000001";"0,181821";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_49_28_647_7735362.alethe;"0,19258799999999998";"0,005158";"0,0025440000000000003";"0,08318900000000001";"0,001513";"0,31439";54;54;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_01_06_169_8758632.alethe;"0,23422199999999999";"0,0054009999999999996";"0,002403";"0,082896";"0,002541";"0,364189";58;58;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_21_44_530_7119968.alethe;"0,205094";"0,005685";"0,002365";"0,06706300000000001";"0,00221";"0,315251";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_05_38_208_7399794.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_41_59_804_6145548.alethe;"0,115733";"0,005848";"0,002323";"0,043778";"0,001564";"0,19181";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_19_53_992_5730614.alethe;"0,200144";"0,006367";"0,0024619999999999998";"0,068401";"0,003565";"0,313528";47;47;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_45_48_703_6376212.alethe;"0,259145";"0,004641";"0,0035329999999999997";"0,106815";"0,001953";"0,417267";30;30;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_59_48_723_5391730.alethe;"0,319772";"0,069247";"0,019533000000000002";"0,12316";"0,001718";"0,573563";81;79;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_11_49_455_6935158.alethe;"0,06799000000000001";"0,0046949999999999995";"0,002022";"0,022015";"0,000478";"0,112127";12;12;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_26_46_622_8897120.alethe;"0,026789";"0,0020719999999999996";"0,001753";"0,008858000000000001";"0,00041";"0,050088";3;3;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_59_13_301_5502996.alethe;"0,279046";"0,00703";"0,002679";"0,096407";"0,002856";"0,429784";68;68;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/Mirabelle_z3/x2020_07_28_19_00_52_304_6446914.alethe;"0,611837";"0,158778";"0,017402";"0,206576";"0,003739";"1,079267";168;161;-7;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_39_31_913_7540140.alethe;"0,545623";"0,023656";"0,003072";"0,18033200000000002";"0,0021509999999999997";"0,816107";139;139;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_39_24_709_8527638.alethe;"0,265661";"0,00869";"0,003703";"0,079514";"0,002265";"0,400451";55;55;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_14_23_273_5566658.alethe;"0,158581";"0,004123";"0,002168";"0,059026";"0,001463";"0,250465";42;42;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_28_19_752_5726342.alethe;"0,050453";"0,003506";"0,002108";"0,021316";"0,0005740000000000001";"0,095176";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_39_123_7537830.alethe;"0,050739000000000006";"0,0047469999999999995";"0,001928";"0,01554";"0,00044";"0,08774";7;7;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_55_42_558_5418168.alethe;"0,429071";"0,011221";"0,0030410000000000003";"0,140338";"0,00297";"0,642088";102;102;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_24_54_176_7201108.alethe;"0,11227599999999999";"0,0046489999999999995";"0,0022010000000000003";"0,038396";"0,000504";"0,177561";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_58_03_932_5474804.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_21_909_8379288.alethe;"0,031779";"0,00381";"0,0020109999999999998";"0,011249";"0,000444";"0,062056";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_40_281_7539822.alethe;"0,042997999999999995";"0,003123";"0,001921";"0,016566";"0,000415";"0,078556";8;8;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_48_20_652_7717338.alethe;"0,237851";"0,006607";"0,002721";"0,082005";"0,001813";"0,363936";62;62;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_44_03_294_5599940.alethe;"0,270389";"0,007897000000000001";"0,002173";"0,105813";"0,000458";"0,418706";68;68;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_22_01_543_5350420.alethe;"0,109804";"0,0026460000000000003";"0,002182";"0,044612";"0,0013570000000000001";"0,180667";30;30;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_15_47_971_5658098.alethe;"0,537502";"0,213425";"0,019803";"0,184855";"0,003147";"1,0256969999999999";131;125;-6;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_41_21_047_5547886.alethe;"0,131934";"0,0043950000000000005";"0,002113";"0,043502";"0,002058";"0,20919";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_14_56_168_8791660.alethe;"0,339171";"0,078893";"0,014397";"0,11741199999999999";"0,0030410000000000003";"0,607855";84;82;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_19_533_7428480.alethe;"0,238555";"0,004976";"0,003145";"0,08855400000000001";"0,004279";"0,378527";62;62;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_27_182_8385458.alethe;"0,035683";"0,002141";"0,001959";"0,013269";"0,000435";"0,06566000000000001";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_33_22_028_8435412.alethe;"0,106084";"0,004453";"0,00239";"0,03859";"0,00046499999999999997";"0,16991799999999999";24;24;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_50_649_7061430.alethe;"0,058789999999999995";"0,003489";"0,002622";"0,027008";"0,000587";"0,110707";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_52_426_7064008.alethe;"0,174805";"0,006239";"0,002984";"0,061041";"0,002711";"0,281256";39;39;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_19_32_558_7080342.alethe;"0,125343";"0,0032830000000000003";"0,0025670000000000003";"0,046903";"0,001707";"0,202784";33;33;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_06_25_492_5403966.alethe;"0,191776";"0,006606";"0,002394";"0,06259500000000001";"0,001544";"0,294359";45;45;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_55_40_359_5414028.alethe;"0,430253";"0,01103";"0,002969";"0,146284";"0,00286";"0,652213";102;102;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_04_13_244_5406848.alethe;"0,17516600000000002";"0,00459";"0,00265";"0,06170500000000001";"0,0027630000000000003";"0,280045";42;42;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_22_36_871_5784882.alethe;"1,291368";"0,194464";"0,023053999999999998";"0,437641";"0,002683";"2,1166929999999997";330;328;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_05_08_444_5619886.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_49_30_745_7738230.alethe;"0,104707";"0,004201";"0,002047";"0,034448";"0,000659";"0,164815";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_41_52_960_8560882.alethe;"0,200925";"0,004785";"0,00305";"0,070854";"0,003001";"0,32282900000000003";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_27_09_710_5376074.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_26_51_274_9830476.alethe;"0,14022300000000001";"0,005245";"0,002402";"0,050166";"0,002918";"0,226441";36;36;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_21_29_090_8844184.alethe;"0,243862";"0,007216";"0,002411";"0,08930800000000001";"0,001504";"0,37773199999999996";66;66;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_14_11_062_5570116.alethe;"0,295865";"0,008166";"0,006481000000000001";"0,103693";"0,0031360000000000003";"0,463997";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_26_59_984_5335792.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_12_02_756_5781998.alethe;"0,204375";"0,0067989999999999995";"0,002611";"0,083005";"0,001576";"0,327656";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_52_49_890_6582520.alethe;"0,164384";"0,005011";"0,002232";"0,053243";"0,002228";"0,256875";36;36;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_03_55_634_5387164.alethe;"2,12321";"0,359713";"0,043086";"0,754074";"0,009552999999999999";"3,5384420000000003";602;602;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_48_58_389_5359032.alethe;"0,193754";"0,005144";"0,00349";"0,036763";"0,000572";"0,26181099999999996";17;17;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_41_19_536_5545782.alethe;"0,12874300000000002";"0,004505";"0,002481";"0,044559";"0,002121";"0,210667";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_25_28_860_7212408.alethe;"0,199719";"0,004904";"0,002564";"0,071771";"0,0021449999999999998";"0,313077";51;51;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_40_15_939_5916922.alethe;"0,074945";"0,0037349999999999996";"0,00203";"0,026242";"0,000439";"0,123184";15;15;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_03_59_961_5391644.alethe;"0,156343";"0,006463";"0,003209";"0,058152999999999996";"0,000517";"0,24889600000000003";14;14;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_40_40_330_5543330.alethe;"0,242314";"0,065497";"0,013723";"0,079378";"0,0027489999999999997";"0,442482";53;51;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_25_27_568_7210004.alethe;"0,11896999999999999";"0,004001";"0,002518";"0,04516";"0,001738";"0,196885";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_26_10_171_8344184.alethe;"0,944912";"0,096011";"0,019572000000000003";"0,334922";"0,0041069999999999995";"1,513107";254;253;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_31_35_862_7345780.alethe;"0,262324";"0,067956";"0,015764999999999998";"0,09836900000000001";"0,00146";"0,478657";64;62;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_27_25_459_5891772.alethe;"0,184894";"0,007345999999999999";"0,0027630000000000003";"0,06405";"0,001607";"0,288654";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_24_17_131_7636368.alethe;"0,151734";"0,006032";"0,0026230000000000003";"0,057491999999999994";"0,000513";"0,24261000000000002";14;14;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_20_198_8376834.alethe;"0,1143";"0,004039";"0,002898";"0,042444";"0,001885";"0,191774";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_49_20_725_6835160.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_52_07_833_6896316.alethe;"0,16528199999999998";"0,009694999999999999";"0,008311";"0,14510099999999998";"0,001524";"0,355341";17;17;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_11_21_614_5528352.alethe;"0,810279";"0,095794";"0,021554";"0,355852";"0,005189";"1,3962539999999999";238;235;-3;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_01_57_407_5584508.alethe;"0,053113";"0,006758";"0,002927";"0,02163";"0,000619";"0,10147";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_40_12_306_5528196.alethe;"0,05982";"0,002973";"0,003033";"0,020058";"0,000401";"0,100255";10;10;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_46_40_335_5636392.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_22_26_677_8869286.alethe;"0,054242";"0,003021";"0,001763";"0,018498";"0,000569";"0,092256";9;9;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_21_791_7431156.alethe;"0,087142";"0,004815";"0,0022129999999999997";"0,032048999999999994";"0,000472";"0,14342200000000002";18;18;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_25_35_243_8335268.alethe;"0,195439";"0,006062";"0,002193";"0,066029";"0,002173";"0,305266";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_36_57_199_5464880.alethe;"0,173099";"0,0058590000000000005";"0,002191";"0,057493";"0,003514";"0,27227";38;38;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_31_44_267_7353564.alethe;"0,303358";"0,006781";"0,005121";"0,117455";"0,0027700000000000003";"0,492204";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_06_11_233_5463718.alethe;"0,5394220000000001";"0,088253";"0,014025999999999999";"0,18556599999999998";"0,004390000000000001";"0,902601";154;149;-5;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_34_06_928_7402364.alethe;"0,254188";"0,007228";"0,0029909999999999997";"0,092263";"0,00048100000000000004";"0,388496";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_05_01_114_5432608.alethe;"0,375009";"0,071156";"0,015290999999999999";"0,133532";"0,002626";"0,645584";92;90;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_47_44_675_8643846.alethe;"0,124924";"0,002635";"0,002297";"0,047321";"0,002219";"0,204214";34;34;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_03_12_417_8767844.alethe;"0,128256";"0,004462";"0,002049";"0,04088";"0,001881";"0,203763";25;25;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_23_38_399_7620194.alethe;"0,240048";"0,128295";"0,018349";"0,093458";"0,002167";"0,520602";63;61;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_13_32_559_5562996.alethe;"0,07036300000000001";"0,004543";"0,001833";"0,026512";"0,000468";"0,11914999999999999";14;14;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_00_34_922_8756292.alethe;"0,071367";"0,004051";"0,001928";"0,026244";"0,00047599999999999997";"0,118378";16;16;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_23_627_8381046.alethe;"0,038232999999999996";"0,003261";"0,002271";"0,014032000000000001";"0,000448";"0,070039";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_42_35_044_5571396.alethe;"0,389889";"0,011721";"0,002745";"0,133858";"0,002777";"0,590328";95;95;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_29_08_842_7279872.alethe;"0,108868";"0,006412";"0,002064";"0,037077";"0,00045200000000000004";"0,17257899999999998";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_16_29_947_8797194.alethe;"0,41843";"0,010247000000000001";"0,0028870000000000002";"0,151314";"0,001596";"0,6302789999999999";121;121;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_23_25_559_8874768.alethe;"0,201767";"0,006078";"0,002698";"0,06796600000000001";"0,002293";"0,31416099999999997";47;47;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_40_18_453_7559858.alethe;"0,687887";"0,080764";"0,013674";"0,24619399999999997";"0,0033510000000000002";"1,1122599999999998";181;179;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_29_25_384_8383280.alethe;"0,071071";"0,0036049999999999997";"0,004706";"0,029858000000000003";"0,000491";"0,12986";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_11_02_013_5499676.alethe;"0,037079";"0,002245";"0,002683";"0,0132";"0,000495";"0,070846";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_51_26_346_7013470.alethe;"0,190194";"0,004647";"0,002488";"0,06509899999999999";"0,002986";"0,29881599999999997";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_53_096_5558096.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_38_42_897_5895938.alethe;"0,131525";"0,004273";"0,001975";"0,045955";"0,0018050000000000002";"0,210781";29;29;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_14_01_757_8197736.alethe;"0,15228";"0,005449";"0,002119";"0,050609";"0,00046";"0,232146";35;35;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_39_03_752_6108704.alethe;"0,08593100000000001";"0,003658";"0,00183";"0,029845999999999998";"0,000355";"0,13783499999999999";19;19;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_24_40_122_5680112.alethe;"0,041171";"0,003712";"0,0019039999999999999";"0,013518";"0,000433";"0,073507";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_45_22_441_8608638.alethe;"0,13436700000000001";"0,00392";"0,002106";"0,051794";"0,0005279999999999999";"0,21282500000000001";39;39;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_12_17_916_5572814.alethe;"0,332668";"0,008372999999999998";"0,002886";"0,120018";"0,00221";"0,510646";87;87;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_00_54_952_5548570.alethe;"0,12785";"0,004384";"0,001903";"0,044059";"0,002199";"0,206014";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_05_03_385_5436582.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_22_19_856_8862020.alethe;"0,090386";"0,006104";"0,002627";"0,032158";"0,000696";"0,15206599999999998";7;7;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_05_50_674_7404112.alethe;"0,27998";"0,009000000000000001";"0,004712999999999999";"0,11031600000000001";"0,002667";"0,452508";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_32_13_266_8426196.alethe;"0,079096";"0,0042320000000000005";"0,002853";"0,030035999999999997";"0,00051";"0,136138";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_39_25_122_6114608.alethe;"0,141909";"0,004227000000000001";"0,002666";"0,045036";"0,0027";"0,225652";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_16_08_559_8222514.alethe;"0,315318";"0,008747";"0,003982";"0,107243";"0,0063230000000000005";"0,490416";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_40_39_569_5943610.alethe;"0,295958";"0,005026";"0,003187";"0,117266";"0,002284";"0,46780900000000003";88;88;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_42_00_012_5559816.alethe;"0,31939700000000004";"0,008734";"0,003922";"0,119832";"0,003553";"0,513532";71;71;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_06_01_517_5654098.alethe;"0,201125";"0,005756";"0,003026";"0,069261";"0,002902";"0,321496";47;47;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_49_33_405_7741022.alethe;"0,060982";"0,003791";"0,0024219999999999997";"0,020942";"0,000453";"0,103396";10;10;0;;;;;1;
